CDC100405MB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100405MB,PB-CEPI01,"109,138.00","109,138.00","109,138.00",0.00,0.00,0.00,0.00
CDC100405MB,,"109,138.00","109,138.00","109,138.00",0.00,0.00,0.00,"109,138.00"
CDC100406MB,PB-WDB12,"2,015,742.00","2,015,742.00","2,015,742.00",0.00,0.00,0.00,0.00
CDC100406MB,PB-WDB12,0.00,0.00,0.00,0.00,"17,064.61","17,064.61",0.00
CDC100406MB,PB-WDB12,0.00,0.00,0.00,"48,651.88",0.00,"48,651.88",0.00
CDC100406MB,PB-WDB12,0.00,0.00,0.00,"226,736.00",0.00,"226,736.00",0.00
CDC100406MB,PB-WDB12,0.00,0.00,0.00,0.00,"10,735.00","10,735.00",0.00
CDC100406MB,PB-WDB12,0.00,0.00,0.00,0.00,24.00,24.00,0.00
CDC100406MB,,"2,015,742.00","2,015,742.00","2,015,742.00","275,387.88","27,823.61","303,211.49","1,712,530.51"
CDC100407MB,PB-WDB12,"140,329.00","140,329.00","140,329.00",0.00,0.00,0.00,0.00
CDC100407MB,PB-WDB12,0.00,0.00,0.00,"1,000.00",0.00,"1,000.00",0.00
CDC100407MB,,"140,329.00","140,329.00","140,329.00","1,000.00",0.00,"1,000.00","139,329.00"
CDC100408MB,PB-ADB05,"48,018.00","48,018.00","48,018.00",0.00,0.00,0.00,0.00
CDC100408MB,PB-ADB05,0.00,0.00,0.00,"10,383.80",0.00,"10,383.80",0.00
CDC100408MB,PB-ADB05,0.00,0.00,0.00,"4,338.00",0.00,"4,338.00",0.00
CDC100408MB,,"48,018.00","48,018.00","48,018.00","14,721.80",0.00,"14,721.80","33,296.20"
CDC100409MB,PB-FCD01,"60,744.00","60,744.00","60,744.00",0.00,0.00,0.00,0.00
CDC100409MB,,"60,744.00","60,744.00","60,744.00",0.00,0.00,0.00,"60,744.00"
CDC100501MB,PB-MST01,"500,000.00","500,000.00","500,000.00",0.00,0.00,0.00,0.00
CDC100501MB,PB-MST01,0.00,0.00,0.00,0.00,"1,592.30","1,592.30",0.00
CDC100501MB,PB-MST01,0.00,0.00,0.00,"27,624.60",0.00,"27,624.60",0.00
CDC100501MB,PB-MST01,0.00,0.00,0.00,"13,537.00",0.00,"13,537.00",0.00
CDC100501MB,,"500,000.00","500,000.00","500,000.00","41,161.60","1,592.30","42,753.90","457,246.10"
CDC100502MB,PB-WDB12,"1,560,000.00","1,560,000.00","1,560,000.00",0.00,0.00,0.00,0.00
CDC100502MB,,"1,560,000.00","1,560,000.00","1,560,000.00",0.00,0.00,0.00,"1,560,000.00"
CDC100503MB,PB-WDB12,"982,102.50","982,102.50","982,102.50",0.00,0.00,0.00,0.00
CDC100503MB,PB-WDB12,0.00,0.00,0.00,0.00,455.95,455.95,0.00
CDC100503MB,PB-WDB12,0.00,0.00,0.00,"7,588.90",0.00,"7,588.90",0.00
CDC100503MB,PB-WDB12,0.00,0.00,0.00,"8,480.00",0.00,"8,480.00",0.00
CDC100503MB,,"982,102.50","982,102.50","982,102.50","16,068.90",455.95,"16,524.85","965,577.65"
CDC100504MB,PB-MST01,"69,916.00","69,916.00","69,916.00",0.00,0.00,0.00,0.00
CDC100504MB,,"69,916.00","69,916.00","69,916.00",0.00,0.00,0.00,"69,916.00"
CDC100505MB,PB-WDB12,"402,084.00","402,084.00","402,084.00",0.00,0.00,0.00,0.00
CDC100505MB,,"402,084.00","402,084.00","402,084.00",0.00,0.00,0.00,"402,084.00"
CDC100601MB,PB-WDB12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100601MB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100601MB,PB-CEPI01,"757,271.00","757,271.00","757,271.00",0.00,0.00,0.00,0.00
CDC100601MB,,"757,271.00","757,271.00","757,271.00",0.00,0.00,0.00,"757,271.00"
CDC100602MB,PB-WDB12,"559,386.00","559,386.00","559,386.00",0.00,0.00,0.00,0.00
CDC100602MB,PB-WDB12,0.00,0.00,0.00,0.00,"5,647.35","5,647.35",0.00
CDC100602MB,PB-WDB12,0.00,0.00,0.00,"17,119.18",0.00,"17,119.18",0.00
CDC100602MB,,"559,386.00","559,386.00","559,386.00","17,119.18","5,647.35","22,766.53","536,619.47"
CDC100603MB,PB-WDB12,"187,336.00","187,336.00","187,336.00",0.00,0.00,0.00,0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,"1,000.00","1,000.00",0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,"4,500.00","4,500.00",0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,"13,105.02",0.00,"13,105.02",0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,"14,656.00","14,656.00",0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,874.00,874.00,0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,432.00,432.00,0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,145.00,145.00,0.00
CDC100603MB,PB-WDB12,0.00,0.00,0.00,0.00,"1,896.00","1,896.00",0.00
CDC100603MB,,"187,336.00","187,336.00","187,336.00","13,105.02","23,503.00","36,608.02","150,727.98"
CDC100604MB,PB-WDB12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100604MB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100604MB,PB-CEPI01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100604MB,,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CDC100605MB,PB-WDB12,"257,698.00","257,698.00","257,698.00",0.00,0.00,0.00,0.00
CDC100605MB,,"257,698.00","257,698.00","257,698.00",0.00,0.00,0.00,"257,698.00"
CDC100606MB,PB-EUC48,"371,885.00",0.00,0.00,0.00,0.00,0.00,0.00
CDC100606MB,,"371,885.00",0.00,0.00,0.00,0.00,0.00,0.00
CDC100606MB,EU-HERA,"3,128,115.00","3,128,115.00","3,128,115.00",0.00,0.00,0.00,0.00
CDC100606MB,EU-HERA,0.00,0.00,0.00,"16,871.66",0.00,"16,871.66",0.00
CDC100606MB,EU-HERA,0.00,0.00,0.00,0.00,"1,622.80","1,622.80",0.00
CDC100606MB,EU-HERA,0.00,0.00,0.00,"22,501.00",0.00,"22,501.00",0.00
CDC100606MB,EU-HERA,0.00,0.00,0.00,30.00,0.00,30.00,0.00
CDC100606MB,,"3,128,115.00","3,128,115.00","3,128,115.00","39,402.66","1,622.80","41,025.46","3,087,089.54"
CDC100607MB,PB-WDB12,"723,546.00","723,546.00","723,546.00",0.00,0.00,0.00,0.00
